Title,Authors,ISBN10,ISBN13,Biblionumber,PublisherName
"Art of taking risks","Swiss Re",,,1173,"Swiss Reinsurance Company"
"Art of talking so that people will listen","Sweets, Paul",,,10329,"Prentice Hall"
"Artharjan konasathi? अर थार जन क णासाठी?स वतःसाठी का ड क टरांसाठी?, आव त ती ३","Patwardhan, Shirish",,,5208,A.A.Services
"The Articulate Computer","Mctear, Michal",,,378,Blackwell
"Artificial Intelligence","Rich [Et.al]",,,2138,"Tata Mac Graw Hill"
"ARTIFICIAL INTELLIGENCE AND TURBO PASCAL","Chabris, C.F.",,,7038,"Galgotia Publication"
"Economic and Financial Knowledge-Based Processing","Pau, L F",3642760023,9783642760020,13991,"North Holland"
"Artificial intelligence in industry and government","Balaguruswamy, E (Ed.)",,,7088,"Mc Millan India"
"The Industrial Arts of India","Birdwood, G.C.M.",,,15433,"Rupa and Publication"
"Deaf Heaven","Virani, P.",9350294478,9789350294475,5679,Viking
"Arunachi goshta अरुणाची ग ष ट","Virani, Pinky",,,4088,"Akshar Prakashan"
"Day versus Day. Question as to legitimacy. A trial by ejectment between John Day, of Bedford ... and Thomas Day, of Spaldwick ... for the recovery of an estate in the County of Huntingdon, tried at the Assized held there on Monday, July 31, 1797 before the Hon. Mr. Justice Heath ... Taken in shorthand by Mr. Blanchard","Bedford, S.",,,16157,"Pan Books"
"As the Crow Flies","Archer, J",033052383X,9780330523837,5977,IDBI
"AS-03: Finance and economics for actuarial",III,,,25768,"Insurance Institute of India"
"Inside Private Equity",III,0470471158,9780470471159,32885,"Insurance Institute of India"
"AS-05 (v): Actuarial aspects of risk management",III,,,25769,"Insurance Institute of India"
"Asa mi asami असा मी असामी","Deshpande, Pu.La.",,,21443,Mauj
"Asahi police adhikari inspector jayant wagle yanchya wechak satyakatha असाही प लीस अधिकारीइंस प क टर जयंत वागळ यांच या व चक सत यकथा","Telang, Medha",,,2069,"Utkarsha Prakashan"
"Asahi असही","Tendulkar, Priya",,,14707,"Dimpal Publication"
"Asbestos crisis - yesterday, today and tomorrow","National Council On Compensation Insurance.",,,13612,"Nationa Council on Compensation"
"HUMAN RESOURCE MANAGEMENT.","Pattanayak, Biswajeet",9389347750,9789389347753,33703,"ASBM University"
"Ascendant organisation","Wickens, P.D.",,,21326,"Macmillan Business"
"The Ascetic of desire","Kakar, Sudhir",8184758642,9788184758641,5486,Viking
"Asean insurance directory 1995",,,,12547,"Singapore Re"
"Asha nam nadi आशा नाम नदी","Gade, Ramesh D.",,,16824,"Sahitya Prasar Kendra"
"Ashadh ka eek deen","Mohan, Rakesh",,,413,"Rajpal and Sanj"
"Ashanta parva अशांत पर व","Khandekar, Sanjeev.",,,3806,"Granthali Prakashan"
"Ashi astat ekek mansa अशी असतात एक क माणस","Samant, Bal [Et.al]",,,4265,"Rohan Prakashan"
"Ashi ghare ashi manse अशी घर & अशी माणस","Godbole, Mangala",,,11887,"Asmita Prakashan"
"Ashi manase yeti आशी माणस य ती","Pagadi, Setumadhavrao",,,8352,"Parchure Prakashan"
"Ashi mansa ashi sahasa अशी माणसंअशी साहसं","Madgulkara, Vyankatesh.",,,5850,"Utkarsh Prakashan"
"Ashok Kumar","Ghosh, N.",8172232535,9788172232535,19991,Indus
"Ashvatthachi salasal अश वत थाची सळसळ","Nadkarni, Dnyaneshwar.",,,9426,"Popular Prakashan"
"Asia Yearbook 1992","Greenwood, Gavin",9627010472,9789627010470,22163,
"Asia 1994 yearbook",,,,17171,"Feer - Review PublicationCo."
"Asia insurance post",,,,33709,"New Media"
"Asia insurance post",,,,33710,"New Media"
"Asia insurance review",,,,33680,"INS Communications"
"Asia Insurance Review- Electronic archive 2001","Asia Insurance Review",,,24019,
"Asia Insurance Review- Electronic archive 2004","Asia Insurance Review",,,23711,
"Asia/Pacific Capital Markets","Andersen, Arthur",,,12358,
"Asia Yearbook, 1982","Far Eastern Economic Review",0812025911,9780812025910,13856,"Fav Eastern Eco. Reviews"
Asia-pacific,"Dobbs-Higginson, M.S.",,,1886,Viking
"Asia-pacific insurance outllok 2004-2005","Standard and Poo's",,,2939,"Standard and Poors"
"Asia-pacific journal of management research and innovation",,,,33784,"Sage Publications"
"Asian - african journal of economics and econometrics","Narayana, N.",,,33816,"Serials Publications"
"Asian Business: CD09",,,,23545,
"Asian Crucible","Etienne, Gillbert",,,13817,"Sage Publication"
"Asian Development","James, W.E & Others",,,15121,"International Centre For Economic Growth."
"Asian development outlook 1993",,,,21344,"Oxford University Press"
"Asian Development Outlook 1994","Asian Development Bank",0195865995,9780195865998,10858,"Oxford University Press"
"Asian Development Outlook 1996 and 1997","Asian Development Bank",0195877454,9780195877458,14999,"Oxford University Press"
"Asian Drama","Myrdal, Gunnar.",,,4270,"Vintage Books"
"Asian financial crisis",RBI,,,2223,"Reserve Bank of India"
"Asian journal of management cases",,,,33832,"Sage Publication"
"The World Market Atlas","Business International Asia/Pacific Ltd",,,13593,"Bussiness International Asia Prentice"
"Asian people: CD36",,,,25633,
"Asian Development Outlook 2013","Asian Reinsurance Corporation",9292540238,9789292540234,4898,"Asian Reinsurance Corporation"
"ASM Handbook",Asm,,,19252,Asm
"ASP.NET 4.5 Unleashed","Walther, Stephen",067233688X,9780672336881,23054,"Pearson Education Asia Inc."
"Aspects of Indian Thought","Sharma, S.D.",8120715438,9788120715431,6946,"Sterling Publisher"
"Aspects of Personnel Management and Industrial Relations","Kudchedkar, L.S.",,,13965,"Tata Mcgraw-Hill."
"Aspects of private medical insurance","Hilary, N. [Et.al]",,,18154,"Hilary, N. and Vyas, S."
"Aspects of the black economy in India","National Institute of Public Finance and Policy",,,1530,"Govt. of India"
"Taking The Call: An Aspirant S Guide To Call Centers (book + Cd)","Chadha, Roma",007058558X,9780070585584,25649,"Tata McGraw Hill Publishing Company Limited"
"Aspirin wars","Mann, C.C. [Et.al]",,,12799,Hbsp
"Assecuranz companies 1983","K.C. Information Services",,,767,"K.C. Informatin Services"
"Assecuranz compass (world insurance directory) 98th","Editus, S.A. Ed.",,,4092,
"Assembly Language for the IBM-PC","Irvine, Kip R.",,,1367,"Macmillan Publishers"
"Assert & succeed","Pandya, R",,,17038,
"Assertive responsive management, a personal handbook","Shaw, Malcom E.",,,7777,Addison-Wesley
"Assertiveness in the business environment","Baron, A.S.",,,7665,"University of Wiscorisin"
"Assertiveness Skills","Shelton, N. [Et.al]",1884926312,9781884926310,20308,Amp
"Assessing Performance Appraisal","Sashkin, Marshall",0883901714,9780883901717,5508,"University Associates"
"Assessing the Value of Your Training","Rae, Leslie",0566085356,9780566085352,10708,"Gower Publishing"
"Assessment and Evaluation in Training","Stock, John [Et.al]",1850701636,9781850701637,21279,"The Pirthenon Publishing Group Ltd"
"Assessment Centers","Keil, E.C.",,,17936,"Addison-Wesley Publishing"
"Personality Assessment","Aiken, Lewis",,,20241,"Allyn and Bacon"
"Assessment of service performance of operating offices of lic - customers perception","Doss, G.S.",,,11415,"National Insurance Academy"
"Total Quality Assessment in Insurance","Doss, Steward",8187606037,9788187606031,4757,"Pune University"
"Assessment of the moral hazard in personal accident insurance","Munich Re",,,1750,"Munich Re"
"Assessment tools","Lauuffer, Armand",,,15011,"Sage Publications"
"Asset allocation and uk pension funds paper presented to the institute of acturies students' society nov 24, 1981","Baker, Stephen R.",,,13466,"Institute of Actuaries Students Society"
"Asset liability management information solution for financial institutions (with almis disk 1 to 4)","Jackman, D.",,,20813,"Elvingston Science Centre"
"Asset securitization","Norton, J. [Et.al]",,,10535,"Basil Blackwell"
"Test Preparation Guide for PFLP 356",Loma,1579742394,9781579742393,11538,Loma
"The Handbook of Asset/Liability Management: State-of-Art Investment Strategies, Risk Controls and Regulatory Required","Fabozzi, F.J. [Et.al]",1557388008,9781557388001,6114,Probus
"Asset/liability matching","Munich Re",,,9603,"Munich Re Group"
"Assorted selection",,,,13974,"Buckly Press"
"The ASTD Handbook of Instructional Technology","Piskurich, G.M. Ed.",,,19618,"Astd Mcgraw-Hill"
"Asvastha dashakachi dayari अस वस थ दशकाची डायरी","Dharmadhikari, Avinash",,,15409,Unmesh
"Asvastha vistirna ratra अस वस थ, विस तीर ण रात र","Sasane, Bharat.",,,15709,"Majestic Prakashan"
"Aswasth atma ashvatthama अस वस थ आत मा अश वत थामा आव त ती द वितीयाव त ती","Shukla, Sudhakar",,,9082,"Abhyankar Kontinental Prakashan"
"At the highest levels","Beschloss, M. [Et.al]",,,8079,"Little Brown and"
"Atantya pratibhavan mulanchi sath vaishitya","Vohra, Dinesh",,,18340,"Manovikas Prakashan"
"Athavale tase आठवल तस","Bhagavat, Durga",,,13610,Mauj
"Athletics - in 100 years of olympics","Jogdeo, Hemant",,,19043,"The Marine Sports"
"Athvanitale atre आठवणीतल अत र","Parachure, Appa (Sampa)",,,18025,"Parchure Prakashan"
"Atiyah's Accidents, Compensation and the Law","Cane, Peter",1108431747,9781108431743,12405,Bitterworths
"The Economist Guide to Economic Indicators","The Economist",,,15180,"Hutchinson Business Books"
"Oxford Student Atlas for India",Oxford,9391050840,9789391050849,22056,"Oxford Press"
"Atlas of management thinking","Debono, Edward",,,13386,
"Atlas of the world","National Geographic",,,15595,"National Geographic Society"
"Atlas Shrugged","Rand, Ayn",,,5843,"Random House Ltd"
"Atmacharitraaiwaji आत मचरित राऐवजी","Dalvi, Jayavant",,,17102,"Majestic Prakashan"
"Atmavalokan (Hindi)",LIC,,,24345,
Attahasya,"Navare, Shan. Na.",,,18763,"Navachaitanya Prakashan"
"Attar ani gulabpani अत तर आणि गुलाबपाणी","Pinge, Ravindra",,,6332,"Majestic Prakashan"
"Attarasugandha अत तरसुगंध","Dixit, Kru. Da.",,,17474,Mauj
Attershock,"Woodward, Harry & Buchhoty, Steve",,,5837,"John Wiley & Sons"
Attitude,"Yanna, M.M.",,,13591,Amp
"Attitude for success (Disc 1 and Disc 2)",Buzzers,,,23850,"Vision Interactive System"
"Attitude for success: create a winning attitude","Focus Essential",,,23680,"Focus Multimedia Limited"
"Attitudes towards life insurance cover",,,,17172,"National Council of Applied Economic Research"
"Attitules toward the liability and litigation system","Insurance Information In. Gallup Organization.",,,615,"Insurance Information Institute"
"Atyanta gupta अत यंत गुप त","Inamadar, Na.Sam.",,,17783,Sun
"Audio Techniques in Training","Darnton Peter",0940813386,9780940813380,16886,"The Pirthenon Publishing Group"
Auditing,"Arens, Alvin",0130869155,9780130869159,2580,"Prentice Hall"
"Auditing in computer environment","Trilokekar, Nitant",,,2627,"Taxman Publication"
"The Operational Auditing Handbook","Chambers, Andrew [Et.al]",0470662115,9780470662113,1166,"Pitman Publishing"
"Aung san of burma","Kyi, A.S.S.",,,6320,"Rupa &"
"Aur anta me","Parsai, Harishankar",,,18646,"Vani Prakashan"
"Aur yek devadas","Mitra Vimal",,,11681,"Rajpal and Sanj"
"Aurobindo and patanjali","Srivastava, G M L",,,1483,"Criterion Publications"
"Australia's Mandatory Retirement Saving Policy","Bateman, Hazel",0733417019,9780733417016,14818,"World Bank"
"Australian insurance institute journal",,,,33937,"Australian Insurance Institute"
"Authorit and individual",,,,1216,
"Autobiography of an unknown indian","Choudhuri, Nirad",,,21166,Jaico
"The Autobiography of Malcolm X","X, Malcolm",1557448442,9781557448446,16788,"Penguin Books"
"AutoCAD 2000 Bible","Finkelstein, E.",0764532685,9780764532689,22496,"IDG BOOKS INDIA (P) LTD."
"Autocad In Easy Steps","Whelan, P.",8177222422,9788177222425,13845,"Dreamtech Press"
"Introduction to Graphics Communications for Engineers","Bertoline, G.R.",,,77,"Macmillan Publishers"
"Autoliability insurance in India","Gejji, S.H.",,,9818,"S.H. Gejji"
"Automating zero base budgeting","Genthner, H.J & Hebert, J. L",,,6394,"Petrocelli Books"
"Automation in Insurance","Anderson, R.J. & Others",0894620770,9780894620775,14024,LIA
"Automobile insurance eates and investment income","Insurance Information Institute",,,18493,"Insurance Information Institute"
"A Study of the Feasibility of No-fault Automobile Insurance for Texas","Insurance Information Institute.",,,4703,"Insurance Information Institute."
"Avacinha अवचिन ह","Matkari, Ratnakar.",,,1579,"Dnyada Publications"
"Avad nivad आवड निवड","Shelke, Shanta",,,11607,"Dnyada Publications"
Avakash,"Ainapure, Ji.Ke.",,,19428,Manjul
"Avaseche chandane आवस च चांदिण","Sheawalkar, Ram.",,,17927,"Mansanman Prakashan"
"Acreage Response of Oilseeds in India","Chandvaria, M.S.",,,19307,"Radha Publication"
"Aviation insurance","Federation of Insurance Institutes",,,3523,"Federation of Insurance Instit"
"Aviation insurance",FII,,,3524,"Federation of Insurance Institutes"
"Aviation insurance","Burrows, R.A.P.",,,3526,CII
"Aviation insurance (76)","Sri Ram and Co.",,,15243,"Sri Ram and"
"Aviation insurance (cii study course 780 )",CII,,,16729,"Chartered Insurance Institute"
"Aviation insurance practice","Eldin, Adel Salah",,,22195,"Ocean Investment Managine"
"Aviation insurance, the market and underwriting practice","Spurway, M.J.",,,10663,Witherby
"C. I. I. Aviation Law","Jervis, B.G.",0785543007,9780785543008,4577,CII
"C. I. I. Aviation Claims","Jervis, B.G.",0785543015,9780785543015,16467,CII
"Avirat अविरत","Samant, Anant.",,,6554,"Unmesh Prakashan"
"Avishkar 2006-07 & 2007-08","University of Pune",,,11752,"University of Pune"
"Avismaraniya yuganda अविस मरणीय युगांडा","Sane, Arvind",,,10132,"Shripad Prakashan"
"Avoiding computer strains and pains (15 Min.)","HRD Multimedia",,,23946,"Multimedia HRD Pvt.Ltd."
"Avoiding Liability for Defective Products","Owles, Derrick",0785543163,9780785543169,9601,"Loyds of London Press"
"Awaken The Giant Within","Robbins, Anthony",1471105660,9781471105661,2549,"Simon & Schwter"
"Awakening Your Psychic Powers","Reed, Henry",1429937416,9781429937412,5682,"St. Martin'S Paperbacks"
"Ayushya pelatana आयुष य प लताना","Toradmal, Madhukar",,,8247,"Majestic Prakashan"
"B to B Marketing","Duffy, Philip",,,12131,"Probus Publishing"
"Baba amateबाबा आमट","Bapat, Bha. Ga.",,,20642,"Rajhans Prakshan"
"Baba navacha jhanjhavat बाबा नावाचा झंझावत","Shevade, Indumati",,,6859,"Arthi Prakaahan"
